"Site","Day","Month","Year","SurveyDate","Transect","Classcode","Amount","Distance","Latitude","Longitude","Depth_ft","Temp10m","Visibility"
"Coral St Lucus Pt",5,8,2017,"5-Aug-17",5,"bat star",32,30,36.63777,-121.923,23,9,4
"Coral St Lucus Pt",5,8,2017,"5-Aug-17",6,"bat star",14,30,36.63777,-121.923,22,9,6
"Coral St Lucus Pt",17,10,2017,"17-Oct-17",1,"bat star",28,30,36.63777,-121.923,31,11,5
"Coral St Lucus Pt",17,10,2017,"17-Oct-17",2,"bat star",10,30,36.63777,-121.923,26,11,6
"Coral St Lucus Pt",17,10,2017,"17-Oct-17",3,"bat star",7,30,36.63777,-121.923,26,11,6
"Coral St Lucus Pt",17,10,2017,"17-Oct-17",4,"bat star",23,30,36.63777,-121.923,18,11,5
"Coral St Lucus Pt",17,10,2017,"17-Oct-17",5,"bat star",16,30,36.63777,-121.923,18,11,5
"Coral St Lucus Pt",17,10,2017,"17-Oct-17",6,"bat star",6,30,36.63777,-121.923,16.5,11,5
"Crystal Cove",19,11,2017,"19-Nov-17",1,"bat star",0,30,33.57135,-117.841,23,NA,4
"Crystal Cove",19,11,2017,"19-Nov-17",2,"bat star",0,30,33.57135,-117.841,23.5,NA,4
"Crystal Cove",19,11,2017,"19-Nov-17",3,"bat star",0,30,33.57135,-117.841,23,NA,4
"Crystal Cove",19,11,2017,"19-Nov-17",4,"bat star",0,30,33.57135,-117.841,17,NA,4
"Crystal Cove",19,11,2017,"19-Nov-17",5,"bat star",0,30,33.57135,-117.841,16.5,NA,4.4
"Crystal Cove",19,11,2017,"19-Nov-17",6,"bat star",0,30,33.57135,-117.841,20,NA,4.4
"Cueva Valdez",29,8,2017,"29-Aug-17",1,"bat star",11,30,34.055,-119.81,38.5,17,5
"Cueva Valdez",29,8,2017,"29-Aug-17",2,"bat star",14,30,34.055,-119.81,31.5,17,4
"Cueva Valdez",29,8,2017,"29-Aug-17",3,"bat star",14,30,34.055,-119.81,33.5,17,4.8
"Cueva Valdez",29,8,2017,"29-Aug-17",4,"bat star",3,30,34.055,-119.81,20.5,17,3.9
"Cueva Valdez",29,8,2017,"29-Aug-17",5,"bat star",5,30,34.055,-119.81,19.5,17,4.5
"Cueva Valdez",29,8,2017,"29-Aug-17",6,"bat star",2,30,34.055,-119.81,19,17,4
"Daddy Bob",29,6,2017,"29-Jun-17",1,"bat star",23,30,35.53773,-121.097,26.5,11,4
"Daddy Bob",29,6,2017,"29-Jun-17",2,"bat star",19,30,35.53773,-121.097,20,11,3
"Daddy Bob",29,6,2017,"29-Jun-17",3,"bat star",45,30,35.53773,-121.097,29.5,11,5
"Daddy Bob",29,6,2017,"29-Jun-17",4,"bat star",31,30,35.53773,-121.097,28.5,11,4
"Daddy Bob",29,6,2017,"29-Jun-17",5,"bat star",18,30,35.53773,-121.097,26,11,4
"Daddy Bob",29,6,2017,"29-Jun-17",6,"bat star",47,30,35.53773,-121.097,26,11,3.9
"Divers Cove",12,8,2017,"12-Aug-17",1,"bat star",0,30,33.54317,-117.797,23,18,6
"Divers Cove",12,8,2017,"12-Aug-17",2,"bat star",0,30,33.54317,-117.797,7.1,18,5
"Divers Cove",12,8,2017,"12-Aug-17",3,"bat star",0,30,33.54317,-117.797,6.45,18,8.2
"Divers Cove",12,8,2017,"12-Aug-17",4,"bat star",0,30,33.54317,-117.797,26,18,7
"Divers Cove",12,8,2017,"12-Aug-17",5,"bat star",0,30,33.54317,-117.797,12.5,18,6.2
"Divers Cove",12,8,2017,"12-Aug-17",6,"bat star",0,30,33.54317,-117.797,24.5,18,6.2
"Dolan",26,6,2017,"26-Jun-17",1,"bat star",18,30,36.10385,-121.628,50.5,12,5.5
"Dolan",26,6,2017,"26-Jun-17",2,"bat star",22,30,36.10385,-121.628,54,12,4
"Dolan",26,6,2017,"26-Jun-17",3,"bat star",53,29,36.10385,-121.628,49,12,6.5
"Dolan",26,6,2017,"26-Jun-17",4,"bat star",18,30,36.10385,-121.628,40,12,9
"Dolan",26,6,2017,"26-Jun-17",5,"bat star",25,30,36.10385,-121.628,41.5,12,4
"Dolan",26,6,2017,"26-Jun-17",6,"bat star",1,30,36.10385,-121.628,NA,12,5.8
"East Point",30,8,2017,"30-Aug-17",1,"bat star",2,30,33.94397,-119.965,30.5,18,4.6
"East Point",30,8,2017,"30-Aug-17",2,"bat star",3,30,33.94397,-119.965,39.5,18,3
"East Point",30,8,2017,"30-Aug-17",3,"bat star",0,30,33.94397,-119.965,22,18,4.8
"East Point",30,8,2017,"30-Aug-17",4,"bat star",0,30,33.94397,-119.965,24.5,18,3.7
"East Point",30,8,2017,"30-Aug-17",5,"bat star",0,30,33.94397,-119.965,22,18,4.4
"East Point",30,8,2017,"30-Aug-17",6,"bat star",0,30,33.94397,-119.965,21.5,18,5
"Elk Ridge",30,8,2017,"30-Aug-17",1,"bat star",0,30,33.95334,-119.969,18,NA,4.1
"Elk Ridge",30,8,2017,"30-Aug-17",2,"bat star",6,30,33.95334,-119.969,19.5,NA,3.3
"Elk Ridge",30,8,2017,"30-Aug-17",3,"bat star",0,30,33.95334,-119.969,16.4,NA,3.5
"Elk Ridge",30,8,2017,"30-Aug-17",4,"bat star",0,30,33.95334,-119.969,16.5,NA,3
"Elk Ridge",30,8,2017,"30-Aug-17",5,"bat star",0,30,33.95334,-119.969,17,NA,3.3
"Elk Ridge",30,8,2017,"30-Aug-17",6,"bat star",1,30,33.95334,-119.969,16.5,NA,3
"Esalen",28,6,2017,"28-Jun-17",1,"bat star",24,30,36.12592,-121.647,58,11,NA
"Esalen",28,6,2017,"28-Jun-17",2,"bat star",32,30,36.12592,-121.647,46.5,11,6.2
"Esalen",28,6,2017,"28-Jun-17",3,"bat star",50,16,36.12592,-121.647,50,11,8
"Esalen",28,6,2017,"28-Jun-17",4,"bat star",24,30,36.12592,-121.647,50.5,11,6
"Esalen",28,6,2017,"28-Jun-17",5,"bat star",25,30,36.12592,-121.647,42.5,11,NA
"Esalen",28,6,2017,"28-Jun-17",6,"bat star",34,30,36.12592,-121.647,34.5,11,6
"Estero",19,8,2017,"19-Aug-17",1,"bat star",33,30,35.47178,-121.021,34,13,3
"Estero",19,8,2017,"19-Aug-17",2,"bat star",18,30,35.47178,-121.021,35,13,3
"Estero",19,8,2017,"19-Aug-17",3,"bat star",8,30,35.47178,-121.021,31.5,13,3
"Estero",19,8,2017,"19-Aug-17",4,"bat star",8,30,35.47178,-121.021,26,13,2.5
"Estero",19,8,2017,"19-Aug-17",5,"bat star",38,30,35.47178,-121.021,27.5,13,2.5
"Estero",19,8,2017,"19-Aug-17",6,"bat star",18,30,35.47178,-121.021,33.5,13,3
"Flat Rock",14,10,2017,"14-Oct-17",1,"bat star",1,30,37.50989,-122.517,47.5,10.5,2
"Flat Rock",14,10,2017,"14-Oct-17",2,"bat star",5,30,37.50989,-122.517,47.5,10.5,2.5
"Flat Rock",14,10,2017,"14-Oct-17",3,"bat star",6,30,37.50989,-122.517,51,10.5,3
"Flat Rock",14,10,2017,"14-Oct-17",4,"bat star",25,30,37.50989,-122.517,42.5,10.5,2.5
"Flat Rock",14,10,2017,"14-Oct-17",5,"bat star",11,30,37.50989,-122.517,41.5,10.5,2.5
"Flat Rock",14,10,2017,"14-Oct-17",6,"bat star",29,30,37.50989,-122.517,41.5,10.5,2.5
"Frolic Cove",17,6,2017,"17-Jun-17",1,"bat star",22,30,39.35503,-123.824,NA,NA,NA
"Frolic Cove",17,6,2017,"17-Jun-17",2,"bat star",25,30,39.35503,-123.824,NA,NA,NA
"Frolic Cove",17,6,2017,"17-Jun-17",3,"bat star",22,30,39.35503,-123.824,NA,NA,NA
"Frolic Cove",17,6,2017,"17-Jun-17",4,"bat star",0,30,39.35503,-123.824,NA,NA,NA
"Frolic Cove",17,6,2017,"17-Jun-17",5,"bat star",3,30,39.35503,-123.824,NA,NA,NA
"Frolic Cove",17,6,2017,"17-Jun-17",6,"bat star",18,30,39.35503,-123.824,NA,NA,NA
"Frys Anchorage",29,8,2017,"29-Aug-17",1,"bat star",11,30,34.05416,-119.756,42.5,17,10
"Frys Anchorage",29,8,2017,"29-Aug-17",2,"bat star",14,30,34.05416,-119.756,37,17,12
"Frys Anchorage",29,8,2017,"29-Aug-17",3,"bat star",14,30,34.05416,-119.756,38.5,17,12.8
"Frys Anchorage",29,8,2017,"29-Aug-17",4,"bat star",2,30,34.05416,-119.756,28.5,17,9
"Frys Anchorage",29,8,2017,"29-Aug-17",5,"bat star",9,30,34.05416,-119.756,25.5,17,14.9
"Frys Anchorage",29,8,2017,"29-Aug-17",6,"bat star",2,30,34.05416,-119.756,19.5,17,10
"Ft Ross",30,7,2017,"30-Jul-17",1,"bat star",41,30,38.5106,-123.245,36,11,2
"Ft Ross",30,7,2017,"30-Jul-17",2,"bat star",42,30,38.5106,-123.245,29,11,3
"Ft Ross",30,7,2017,"30-Jul-17",3,"bat star",44,30,38.5106,-123.245,29,11,3
"Ft Ross",30,7,2017,"30-Jul-17",4,"bat star",32,30,38.5106,-123.245,23.5,11,3
"Ft Ross",30,7,2017,"30-Jul-17",5,"bat star",24,30,38.5106,-123.245,17,11,2
"Ft Ross",30,7,2017,"30-Jul-17",6,"bat star",21,30,38.5106,-123.245,17.5,11,3
"Fullers",28,6,2017,"28-Jun-17",1,"bat star",47,30,36.20811,-121.752,30.5,12,3
"Fullers",28,6,2017,"28-Jun-17",2,"bat star",31,30,36.20811,-121.752,33,12,NA
"Fullers",28,6,2017,"28-Jun-17",3,"bat star",9,30,36.20811,-121.752,27,12,NA
"Fullers",28,6,2017,"28-Jun-17",4,"bat star",13,30,36.20811,-121.752,33.5,12,NA
"Fullers",28,6,2017,"28-Jun-17",5,"bat star",6,30,36.20811,-121.752,27,12,NA
"Fullers",28,6,2017,"28-Jun-17",6,"bat star",8,30,36.20811,-121.752,26,12,4.9
"Gerstle Cove",7,3,2017,"7-Mar-17",1,"bat star",7,30,38.56646,-123.33,8,10,8
"Gerstle Cove",7,3,2017,"7-Mar-17",2,"bat star",42,30,38.56646,-123.33,10,10,8
"Gerstle Cove",7,3,2017,"7-Mar-17",3,"bat star",50,19,38.56646,-123.33,8,10,8
"Gerstle Cove",7,3,2017,"7-Mar-17",4,"bat star",9,30,38.56646,-123.33,10,10,8
"Gerstle Cove",7,3,2017,"7-Mar-17",5,"bat star",37,30,38.56646,-123.33,13.5,10,8
"Gerstle Cove",7,3,2017,"7-Mar-17",6,"bat star",50,24,38.56646,-123.33,17.5,10,8
"Gerstle Cove",16,9,2017,"16-Sep-17",1,"bat star",25,30,38.56646,-123.33,6,NA,8
"Gerstle Cove",16,9,2017,"16-Sep-17",2,"bat star",38,30,38.56646,-123.33,9,NA,8
"Gerstle Cove",16,9,2017,"16-Sep-17",3,"bat star",28,30,38.56646,-123.33,10,NA,8
"Gerstle Cove",16,9,2017,"16-Sep-17",4,"bat star",11,30,38.56646,-123.33,11,NA,10
"Gerstle Cove",16,9,2017,"16-Sep-17",5,"bat star",54,30,38.56646,-123.33,17,NA,5
"Gerstle Cove",16,9,2017,"16-Sep-17",6,"bat star",50,19,38.56646,-123.33,24,NA,10
"Gerstle Cove",29,7,2017,"29-Jul-17",1,"bat star",15,30,38.56646,-123.33,9.5,10,2.8
"Gerstle Cove",29,7,2017,"29-Jul-17",2,"bat star",46,30,38.56646,-123.33,9,10,3
"Gerstle Cove",29,7,2017,"29-Jul-17",3,"bat star",35,30,38.56646,-123.33,14,10,3
"Gerstle Cove",29,7,2017,"29-Jul-17",4,"bat star",6,30,38.56646,-123.33,8,10,3
"Gerstle Cove",29,7,2017,"29-Jul-17",5,"bat star",13,30,38.56646,-123.33,13.5,10,3
"Gerstle Cove",29,7,2017,"29-Jul-17",6,"bat star",35,30,38.56646,-123.33,15,10,3
"Goldfish Bowl",31,8,2017,"31-Aug-17",1,"bat star",3,30,34.01473,-119.438,29,19,9
"Goldfish Bowl",31,8,2017,"31-Aug-17",2,"bat star",4,30,34.01473,-119.438,31.5,19,7
"Goldfish Bowl",31,8,2017,"31-Aug-17",3,"bat star",0,30,34.01473,-119.438,31,19,8
"Goldfish Bowl",31,8,2017,"31-Aug-17",4,"bat star",0,30,34.01473,-119.438,23.1,19,7.5
"Goldfish Bowl",31,8,2017,"31-Aug-17",5,"bat star",0,30,34.01473,-119.438,19.5,19,9
"Goldfish Bowl",31,8,2017,"31-Aug-17",6,"bat star",1,30,34.01473,-119.438,27,19,9
"Half Moon Reef",15,10,2017,"15-Oct-17",1,"bat star",6,30,37.48633,-122.49,NA,NA,NA
"Half Moon Reef",15,10,2017,"15-Oct-17",2,"bat star",21,30,37.48633,-122.49,NA,NA,NA
"Half Moon Reef",15,10,2017,"15-Oct-17",3,"bat star",26,30,37.48633,-122.49,NA,NA,NA
"Half Moon Reef",15,10,2017,"15-Oct-17",4,"bat star",19,30,37.48633,-122.49,NA,NA,NA
"Half Moon Reef",15,10,2017,"15-Oct-17",5,"bat star",30,30,37.48633,-122.49,NA,NA,NA
"Half Moon Reef",15,10,2017,"15-Oct-17",6,"bat star",14,30,37.48633,-122.49,NA,NA,NA
"Harmony",29,6,2017,"29-Jun-17",1,"bat star",15,30,35.50028,-121.055,31.5,10,6.5
"Harmony",29,6,2017,"29-Jun-17",2,"bat star",17,30,35.50028,-121.055,41.5,10,6.5
"Harmony",29,6,2017,"29-Jun-17",3,"bat star",20,30,35.50028,-121.055,42.5,10,6
"120 Reef",10,7,2018,"10-Jul-18",1,"bat star",1,30,33.73792,-118.392,NA,NA,NA
"120 Reef",10,7,2018,"10-Jul-18",2,"bat star",0,30,33.73792,-118.392,NA,NA,NA
"120 Reef",10,7,2018,"10-Jul-18",3,"bat star",1,30,33.73792,-118.392,NA,NA,NA
"120 Reef",10,7,2018,"10-Jul-18",4,"bat star",0,30,33.73792,-118.392,13.5,NA,3.4
"120 Reef",10,7,2018,"10-Jul-18",5,"bat star",0,30,33.73792,-118.392,20.5,NA,4.2
"120 Reef",10,7,2018,"10-Jul-18",6,"bat star",1,30,33.73792,-118.392,21.5,NA,3.8
"Albion Cove",8,5,2018,"8-May-18",1,"bat star",10,30,39.2283,-123.774,21,NA,5
"Albion Cove",8,5,2018,"8-May-18",2,"bat star",25,30,39.2283,-123.774,24,NA,5
"Albion Cove",8,5,2018,"8-May-18",3,"bat star",11,30,39.2283,-123.774,26.5,NA,5
"Albion Cove",8,5,2018,"8-May-18",4,"bat star",1,30,39.2283,-123.774,19,NA,4.5
"Albion Cove",8,5,2018,"8-May-18",5,"bat star",2,30,39.2283,-123.774,21,NA,4.5
"Albion Cove",8,5,2018,"8-May-18",6,"bat star",6,30,39.2283,-123.774,20,NA,4.5
"Andrew Molera",19,6,2018,"19-Jun-18",1,"bat star",32,30,36.27845,-121.881,48.5,NA,3
"Andrew Molera",19,6,2018,"19-Jun-18",2,"bat star",21,30,36.27845,-121.881,41,NA,3.7
"Andrew Molera",19,6,2018,"19-Jun-18",3,"bat star",51,30,36.27845,-121.881,53.5,NA,3.7
"Andrew Molera",19,6,2018,"19-Jun-18",4,"bat star",36,30,36.27845,-121.881,48,NA,3
"Andrew Molera",19,6,2018,"19-Jun-18",5,"bat star",46,30,36.27845,-121.881,42,NA,3.3
"Andrew Molera",19,6,2018,"19-Jun-18",6,"bat star",48,30,36.27845,-121.881,39.5,NA,3.8
"Aquarium",12,5,2018,"12-May-18",1,"bat star",5,30,36.61923,-121.899,35,NA,2.5
"Aquarium",12,5,2018,"12-May-18",2,"bat star",5,30,36.61923,-121.899,32,NA,2
"Aquarium",12,5,2018,"12-May-18",3,"bat star",5,30,36.61923,-121.899,31,NA,3
"Aquarium",12,5,2018,"12-May-18",4,"bat star",5,30,36.61923,-121.899,21,NA,2.5
"Aquarium",12,5,2018,"12-May-18",5,"bat star",35,30,36.61923,-121.899,20.5,NA,2.5
"Aquarium",12,5,2018,"12-May-18",6,"bat star",13,30,36.61923,-121.899,20.5,NA,2.5
"Beach Street",23,9,2018,"23-Sep-18",1,"bat star",9,30,37.5244,-122.526,45,NA,3.3
"Beach Street",23,9,2018,"23-Sep-18",2,"bat star",14,30,37.5244,-122.526,47.5,NA,4
"Beach Street",23,9,2018,"23-Sep-18",3,"bat star",5,30,37.5244,-122.526,49.5,NA,3
"Beach Street",23,9,2018,"23-Sep-18",4,"bat star",30,30,37.5244,-122.526,36.5,NA,2
"Beach Street",23,9,2018,"23-Sep-18",5,"bat star",24,30,37.5244,-122.526,32,NA,2
"Beach Street",23,9,2018,"23-Sep-18",6,"bat star",22,30,37.5244,-122.526,34,NA,4
"Big Creek",17,8,2018,"17-Aug-18",1,"bat star",15,30,36.06918,-121.601,NA,NA,NA
"Big Creek",17,8,2018,"17-Aug-18",2,"bat star",50,20.4,36.06918,-121.601,NA,NA,NA
"Big Creek",17,8,2018,"17-Aug-18",3,"bat star",64,30,36.06918,-121.601,NA,NA,NA
"Big Creek",17,8,2018,"17-Aug-18",4,"bat star",20,30,36.06918,-121.601,NA,NA,NA
"Big Creek",17,8,2018,"17-Aug-18",5,"bat star",21,30,36.06918,-121.601,NA,NA,NA
"Big Creek",17,8,2018,"17-Aug-18",6,"bat star",14,30,36.06918,-121.601,NA,NA,NA
"Bird Rock",7,8,2018,"7-Aug-18",1,"bat star",0,30,33.4508,-118.488,NA,NA,NA
"Bird Rock",7,8,2018,"7-Aug-18",2,"bat star",0,30,33.4508,-118.488,NA,NA,NA
"Bird Rock",7,8,2018,"7-Aug-18",3,"bat star",0,30,33.4508,-118.488,NA,NA,NA
"Bird Rock",7,8,2018,"7-Aug-18",4,"bat star",0,30,33.4508,-118.488,NA,NA,NA
"Bird Rock",7,8,2018,"7-Aug-18",5,"bat star",0,30,33.4508,-118.488,NA,NA,NA
"Bird Rock",7,8,2018,"7-Aug-18",6,"bat star",0,30,33.4508,-118.488,NA,NA,NA
"Blue Cavern",8,9,2018,"8-Sep-18",1,"bat star",0,30,33.44149,-118.465,42,NA,8.8
"Blue Cavern",8,9,2018,"8-Sep-18",2,"bat star",0,30,33.44149,-118.465,34,NA,6
"Blue Cavern",8,9,2018,"8-Sep-18",3,"bat star",0,30,33.44149,-118.465,29,NA,6.7
"Blue Cavern",8,9,2018,"8-Sep-18",4,"bat star",0,30,33.44149,-118.465,19.5,NA,8.1
"Blue Cavern",8,9,2018,"8-Sep-18",5,"bat star",0,30,33.44149,-118.465,18,NA,6.2
"Blue Cavern",8,9,2018,"8-Sep-18",6,"bat star",0,30,33.44149,-118.465,17.5,NA,5
"Breakwater",3,8,2018,"3-Aug-18",1,"bat star",6,30,36.61045,-121.894,19.5,NA,3.3
"Breakwater",3,8,2018,"3-Aug-18",2,"bat star",20,30,36.61045,-121.894,22.5,NA,3.3
"Breakwater",3,8,2018,"3-Aug-18",3,"bat star",50,6,36.61045,-121.894,36.5,NA,5
"Breakwater",3,8,2018,"3-Aug-18",4,"bat star",25,30,36.61045,-121.894,20,NA,3.3
"Breakwater",3,8,2018,"3-Aug-18",5,"bat star",15,30,36.61045,-121.894,16.5,NA,3
"Breakwater",3,8,2018,"3-Aug-18",6,"bat star",19,30,36.61045,-121.894,28,NA,5
"Breakwater",14,5,2018,"14-May-18",1,"bat star",3,30,36.61045,-121.894,21.5,NA,3.5
"Breakwater",14,5,2018,"14-May-18",2,"bat star",4,30,36.61045,-121.894,18.5,NA,3.5
"Breakwater",14,5,2018,"14-May-18",3,"bat star",9,30,36.61045,-121.894,27.5,NA,3
"Breakwater",14,5,2018,"14-May-18",4,"bat star",6,30,36.61045,-121.894,14,NA,3.2
"Breakwater",14,5,2018,"14-May-18",5,"bat star",19,30,36.61045,-121.894,24,NA,3
"Breakwater",14,5,2018,"14-May-18",6,"bat star",37,30,36.61045,-121.894,28.5,NA,3
"Broomtail Reef",3,11,2018,"3-Nov-18",1,"bat star",0,30,32.69423,-117.268,35.5,NA,6.9
"Broomtail Reef",3,11,2018,"3-Nov-18",2,"bat star",0,30,32.69423,-117.268,36.5,NA,6.5
"Broomtail Reef",3,11,2018,"3-Nov-18",3,"bat star",0,30,32.69423,-117.268,38,NA,6.4
"Broomtail Reef",3,11,2018,"3-Nov-18",4,"bat star",0,30,32.69423,-117.268,32.5,NA,5
"Broomtail Reef",3,11,2018,"3-Nov-18",5,"bat star",0,30,32.69423,-117.268,31.5,NA,5
"Broomtail Reef",3,11,2018,"3-Nov-18",6,"bat star",0,30,32.69423,-117.268,38.5,NA,6.3
"Bushings",20,10,2018,"20-Oct-18",1,"bat star",0,30,33.31786,-118.441,37,NA,9.8
"Bushings",20,10,2018,"20-Oct-18",2,"bat star",0,30,33.31786,-118.441,37.5,NA,9.8
"Bushings",20,10,2018,"20-Oct-18",3,"bat star",0,30,33.31786,-118.441,36.5,NA,9.8
"Bushings",20,10,2018,"20-Oct-18",4,"bat star",0,30,33.31786,-118.441,20,NA,9.8
"Bushings",20,10,2018,"20-Oct-18",5,"bat star",0,30,33.31786,-118.441,22.5,NA,9.8
"Bushings",20,10,2018,"20-Oct-18",6,"bat star",0,30,33.31786,-118.441,26,NA,9.8
"Carmel River",11,8,2018,"11-Aug-18",1,"bat star",35,30,36.53908,-121.935,40,NA,5
"Carmel River",11,8,2018,"11-Aug-18",2,"bat star",25,30,36.53908,-121.935,47,NA,6
"Carmel River",11,8,2018,"11-Aug-18",3,"bat star",20,30,36.53908,-121.935,43.5,NA,6
"Carmel River",11,8,2018,"11-Aug-18",4,"bat star",18,30,36.53908,-121.935,37,NA,5.4
"Carmel River",11,8,2018,"11-Aug-18",5,"bat star",20,30,36.53908,-121.935,37,NA,6
"Carmel River",11,8,2018,"11-Aug-18",6,"bat star",42,30,36.53908,-121.935,35,NA,6
"Casino Point",14,7,2018,"14-Jul-18",1,"bat star",0,30,33.34917,-118.325,45.5,NA,7
"Casino Point",14,7,2018,"14-Jul-18",2,"bat star",0,30,33.34917,-118.325,41,NA,8.5
"Casino Point",14,7,2018,"14-Jul-18",3,"bat star",0,30,33.34917,-118.325,41,NA,6.4
"Casino Point",14,7,2018,"14-Jul-18",4,"bat star",0,30,33.34917,-118.325,28,NA,8
"Casino Point",14,7,2018,"14-Jul-18",5,"bat star",0,30,33.34917,-118.325,30.5,NA,5.2
"Casino Point",14,7,2018,"14-Jul-18",6,"bat star",0,30,33.34917,-118.325,36.5,NA,8.2
"Casino Point",31,10,2018,"31-Oct-18",1,"bat star",0,30,33.34917,-118.325,45,NA,12
"Casino Point",31,10,2018,"31-Oct-18",2,"bat star",0,30,33.34917,-118.325,51,NA,12
"Casino Point",31,10,2018,"31-Oct-18",3,"bat star",0,30,33.34917,-118.325,46,NA,12
"Casino Point",31,10,2018,"31-Oct-18",4,"bat star",0,30,33.34917,-118.325,28,NA,12
"Casino Point",31,10,2018,"31-Oct-18",5,"bat star",0,30,33.34917,-118.325,26.5,NA,12
"Casino Point",31,10,2018,"31-Oct-18",6,"bat star",0,30,33.34917,-118.325,27.5,NA,12
"Caspar",2,6,2018,"2-Jun-18",1,"bat star",15,30,39.36173,-123.822,26.5,NA,NA
"Caspar",2,6,2018,"2-Jun-18",2,"bat star",30,30,39.36173,-123.822,29.5,NA,NA
"Caspar",2,6,2018,"2-Jun-18",3,"bat star",43,30,39.36173,-123.822,34,NA,NA
"Caspar",2,6,2018,"2-Jun-18",4,"bat star",24,30,39.36173,-123.822,18,NA,3
"Caspar",2,6,2018,"2-Jun-18",5,"bat star",34,30,39.36173,-123.822,19.5,NA,3
"Caspar",2,6,2018,"2-Jun-18",6,"bat star",21,30,39.36173,-123.822,22,NA,3
"Caspar North",18,8,2018,"18-Aug-18",1,"bat star",38,30,39.36443,-123.821,37,NA,4
"Caspar North",18,8,2018,"18-Aug-18",2,"bat star",4,30,39.36443,-123.821,21,NA,6
"Caspar North",18,8,2018,"18-Aug-18",3,"bat star",43,30,39.36443,-123.821,33,NA,4
"Caspar North",18,8,2018,"18-Aug-18",4,"bat star",19,30,39.36443,-123.821,38,NA,4
"Caspar North",18,8,2018,"18-Aug-18",5,"bat star",41,30,39.36443,-123.821,36.5,NA,4
"Caspar North",18,8,2018,"18-Aug-18",6,"bat star",16,30,39.36443,-123.821,16.5,NA,6
"Cat Harbor",21,10,2018,"21-Oct-18",1,"bat star",0,30,33.42609,-118.512,12.5,NA,11.9
"Cat Harbor",21,10,2018,"21-Oct-18",2,"bat star",0,30,33.42609,-118.512,16.5,NA,11.9
"Cat Harbor",21,10,2018,"21-Oct-18",3,"bat star",0,30,33.42609,-118.512,21,NA,11.9
"Cat Harbor",21,10,2018,"21-Oct-18",4,"bat star",0,30,33.42609,-118.512,6,NA,11.2
"Cat Harbor",21,10,2018,"21-Oct-18",5,"bat star",0,30,33.42609,-118.512,9,NA,11.2
"Cat Harbor",21,10,2018,"21-Oct-18",6,"bat star",0,30,33.42609,-118.512,11,NA,11.2
"Cathedral Cove",29,8,2018,"29-Aug-18",1,"bat star",0,30,34.0165,-119.368,29.5,NA,11.7
"Cathedral Cove",29,8,2018,"29-Aug-18",2,"bat star",0,30,34.0165,-119.368,23,NA,12
"Cathedral Cove",29,8,2018,"29-Aug-18",3,"bat star",0,30,34.0165,-119.368,24.5,NA,9
"Cathedral Cove",29,8,2018,"29-Aug-18",4,"bat star",0,30,34.0165,-119.368,17.5,NA,8
"Cathedral Cove",29,8,2018,"29-Aug-18",5,"bat star",0,30,34.0165,-119.368,20.5,NA,9.5
"Cathedral Cove",29,8,2018,"29-Aug-18",6,"bat star",0,30,34.0165,-119.368,22,NA,10.2
"Cathedral Wall",17,8,2018,"17-Aug-18",1,"bat star",0,30,34.01575,-119.371,NA,NA,NA
"Cathedral Wall",17,8,2018,"17-Aug-18",2,"bat star",0,30,34.01575,-119.371,21.5,NA,8
"Cathedral Wall",17,8,2018,"17-Aug-18",3,"bat star",0,30,34.01575,-119.371,20,NA,8.9
"Cathedral Wall",17,8,2018,"17-Aug-18",4,"bat star",0,30,34.01575,-119.371,NA,NA,NA
"Cathedral Wall",17,8,2018,"17-Aug-18",5,"bat star",0,30,34.01575,-119.371,NA,NA,NA
"Cathedral Wall",17,8,2018,"17-Aug-18",6,"bat star",0,30,34.01575,-119.371,NA,NA,NA
"China Point",20,10,2018,"20-Oct-18",1,"bat star",0,30,33.33032,-118.47,35.5,NA,11.9
"China Point",20,10,2018,"20-Oct-18",2,"bat star",0,30,33.33032,-118.47,39.5,NA,11.9
"China Point",20,10,2018,"20-Oct-18",3,"bat star",0,30,33.33032,-118.47,40.5,NA,11.9
"China Point",20,10,2018,"20-Oct-18",4,"bat star",0,30,33.33032,-118.47,25,NA,11.9
"China Point",20,10,2018,"20-Oct-18",5,"bat star",0,30,33.33032,-118.47,31,NA,11.9
"China Point",20,10,2018,"20-Oct-18",6,"bat star",0,30,33.33032,-118.47,35.5,NA,11.9
"Christmas Tree Cove",10,6,2018,"10-Jun-18",1,"bat star",2,30,33.7604,-118.421,42,NA,2.7
"Christmas Tree Cove",10,6,2018,"10-Jun-18",2,"bat star",2,30,33.7604,-118.421,50.5,NA,2.5
"Christmas Tree Cove",10,6,2018,"10-Jun-18",3,"bat star",0,30,33.7604,-118.421,45.5,NA,2.9
"Christmas Tree Cove",10,6,2018,"10-Jun-18",4,"bat star",0,30,33.7604,-118.421,30.5,NA,3.5
"Christmas Tree Cove",10,6,2018,"10-Jun-18",5,"bat star",0,30,33.7604,-118.421,28.5,NA,3.5
"Christmas Tree Cove",10,6,2018,"10-Jun-18",6,"bat star",0,30,33.7604,-118.421,32.5,NA,2.75
"Coral St Lucus Pt",9,5,2018,"9-May-18",1,"bat star",14,30,36.63777,-121.923,NA,NA,NA
"Coral St Lucus Pt",9,5,2018,"9-May-18",2,"bat star",6,30,36.63777,-121.923,NA,NA,NA
